metabolite,name
murein5p3p_p,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)"
rephaccoa_c,"Ring 1,2-epoxyphenylacetyl-CoA"
ttrcyc_e,Tetracycline
pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate"
his__L_c,L-Histidine
2fe2s_c,[2Fe-2S] iron-sulfur cluster
didp_c,DIDP; 2'-deoxyinosine-5'-diphosphate(3-)
23doguln_p,"2,3-Dioxo-L-gulonate"
ribflv_c,Riboflavin C17H20N4O6
pg161_p,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
lac__L_e,L-Lactate
so4_c,Sulfate
6pgl_c,"6-phospho-D-glucono-1,5-lactone"
2agpg141_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)
ptrc_c,Putrescine
2dda7p_c,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
itp_c,ITP C10H11N4O14P3
1hdec9eg3p_p,1-hexadec-9-enoyl-sn-glycerol 3-phosphate
2mcit_c,2-Methylcitrate
sl2a6o_c,N-Succinyl-2-L-amino-6-oxoheptanedioate
iscu_4fe4s_c,IscU with bound [4Fe-4S] cluster
cmp_c,CMP C9H12N3O8P
dtdpglu_c,DTDPglucose
cm_p,Chloramphenicol
g3pi_c,Sn-Glycero-3-phospho-1-inositol
gtp_c,GTP C10H12N5O14P3
cur_c,Curcumin
uacgam_c,UDP-N-acetyl-D-glucosamine
uaccg_c,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine
lipidAds_c,Lipid A Disaccharide
h2mb4p_c,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate
galct__D_p,D-Galactarate
glcur_p,D-Glucuronate
prcp_c,"5-phospho-?-D-ribose 1,2-cyclic phosphate"
maltpt_p,Maltopentaose
fc1p_c,L-Fuculose 1-phosphate
btn_c,Biotin
so4_p,Sulfate
succ_c,Succinate
feoxam_un_c,Ferroxamine minus Fe(3)
cbl1_e,Cob(I)alamin
gam6p_c,D-Glucosamine 6-phosphate
xylu__L_c,L-Xylulose
mso3_c,Methanesulfonate
aps_c,Adenosine 5'-phosphosulfate
Sfglutth_c,S-Formylglutathione
xylu__L_e,L-Xylulose
arg__L_p,L-Arginine
thdp_c,"2,3,4,5-Tetrahydrodipicolinate"
gam_p,D-Glucosamine
pe140_c,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)"
pgp120_c,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)"
cdp_c,CDP C9H12N3O11P2
clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)"
glyb_p,Glycine betaine
ipdp_c,Isopentenyl diphosphate
lac__L_p,L-Lactate
2agpe180_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
ppbng_c,Porphobilinogen
gam6p_p,D-Glucosamine 6-phosphate
meoh_c,Methanol
pydx_e,Pyridoxal
metsox_R__L_c,L-methionine-R-sulfoxide
pheme_c,Protoheme C34H30FeN4O4
hmgth_c,Hydroxymethylglutathione
fe3dcit_c,Fe(III)dicitrate
gua_e,Guanine
4hthr_c,4-Hydroxy-L-threonine
sel_e,Selenate
12ppd__S_c,"(S)-Propane-1,2-diol"
glyc__R_e,(R)-Glycerate
2ohph_c,2-Octaprenyl-6-hydroxyphenol
eca4colipa_e,(enterobacterial common antigen)x4 core oligosaccharide lipid A
2dglc_p,2 Deoxy D glucose C6H12O5
sucglu_c,N2-Succinyl-L-glutamate
no_c,Nitric oxide
cyan_e,Hydrogen cyanide
op4en_c,2-Oxopent-4-enoate
hom__L_p,L-Homoserine
nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced
dmso_c,Dimethyl sulfoxide
acglu_c,N-Acetyl-L-glutamate
3hddecACP_c,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]
2obut_c,2-Oxobutanoate
dtdp4d6dm_c,DTDP-4-dehydro-6-deoxy-L-mannose
dmpp_c,Dimethylallyl diphosphate
cddec5eACP_c,Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)
gthrd_p,Reduced glutathione
malttr_c,Maltotriose C18H32O16
1odec11eg3p_p,1-octadec-11-enoyl-sn-glycerol 3-phosphate
rbflvrd_c,Reduced riboflavin
sucarg_c,N2-Succinyl-L-arginine
tagdp__D_c,"D-Tagatose 1,6-biphosphate"
iscu_c,IscU scaffold protein
arab__L_p,L-Arabinose
cxsam_c,Carboxy-S-adenosyl-L-methionine
crn_c,L-Carnitine
gsn_p,Guanosine
dnad_c,Deamino-NAD+
mteo2_c,Methanetelluronate
glyc_c,Glycerol
no3_p,Nitrate
val__L_c,L-Valine
pro__L_c,L-Proline
ddca_p,Dodecanoate (n-C12:0)
ala_B_e,Beta-Alanine
cbasp_c,N-Carbamoyl-L-aspartate
mobd_c,Molybdate
mqn8_c,Menaquinone 8
lac__D_p,D-Lactate
fecrm_un_e,Ferrichrome minus Fe(III)
ala__D_p,D-Alanine
fuc__L_e,L-Fucose
malACP_c,Malonyl-[acyl-carrier protein]
malthp_c,Maltoheptaose
tsul_e,Thiosulfate
lipa_cold_c,Cold adapted KDO(2)-lipid (A)
3cmp_e,3  CMP C9H12N3O8P
sarcs_c,Sarcosine C3H7NO2
butso3_e,Butanesulfonate
ptrc_e,Putrescine
acgal1p_p,N-Acetyl-D-galactosamine 1-phosphate
hxa_e,Hexanoate (n-C6:0)
3hpppn_c,3-(3-hydroxy-phenyl)propionate
fe3hox_c,Fe(III)hydroxamate
acgal1p_e,N-Acetyl-D-galactosamine 1-phosphate
leu__L_p,L-Leucine
malthx_e,Maltohexaose
lyx__L_p,L-Lyxose
3sala_c,3-Sulfino-L-alanine
feoxam_p,Generic ferrioxamine-Fe-III
3hdecACP_c,(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
taur_p,Taurine C2H7NO3S
cdec3eACP_c,Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)
3hcmrs7eACP_c,(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]
h2o2_p,Hydrogen peroxide
glu__L_p,L-Glutamate
dimp_e,DIMP C10H12N4O7P
3ump_e,3  UMP C9H11N2O9P
pe161_c,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)"
2odecg3p_p,2-octadecanoyl-sn-glycerol 3-phosphate
nac_p,Nicotinate
1tdecg3p_p,1-tetradecanoyl-sn-glycerol 3-phosphate
anhgm_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid
udpLa4o_c,UDP-4-keto-pyranose
ethso3_e,Ethanesulfonate
psclys_e,Psicoselysine
unagamuf_p,"Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose"
tartr__D_p,D-tartrate
n2o_p,Nitrous oxide
udpgal_p,UDPgalactose
gfgaragund_c,Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate
3oddecACP_c,3-Oxododecanoyl-[acyl-carrier protein]
na15dap_c,"N-3-aminopropyl-1,5-diaminopentane"
quin_e,Quinate
glyc__R_p,(R)-Glycerate
3amac_c,3-Aminoacrylate
pg181_c,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)"
ethso3_p,Ethanesulfonate
12dgr141_c,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)"
lipoate_c,Lipoate
3ooctdACP_c,3-Oxooctadecanoyl-[acyl-carrier protein]
but2eACP_c,But-2-enoyl-[acyl-carrier protein]
pgp161_p,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)"
fe3dhbzs3_c,2-3-dihydroxybenzoylserine trimer-Fe-III
12dgr180_c,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
psuri_e,Pseudouridine
ddca_c,Dodecanoate (n-C12:0)
pyr_c,Pyruvate
xdp_c,XDP
dump_c,DUMP C9H11N2O8P
acon_C_c,Cis-Aconitate
dsbgrd_p,Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)
23dhacoa_c,"2,3-dehydroadipyl-CoA"
4mpetz_c,4-Methyl-5-(2-phosphoethyl)-thiazole
ppal_e,Propanal
ru5p__L_c,L-Ribulose 5-phosphate
sucr_e,Sucrose C12H22O11
3hadpcoa_c,(3S)-3-Hydroxyadipyl-CoA
ocdcap_c,Octadecanoyl-phosphate (n-C18:0)
lac__L_c,L-Lactate
mal__D_c,D-Malate
acolipa_e,4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A
anhm_c,"1,6-anhydrous-N-Acetylmuramate"
urea_e,Urea CH4N2O
4fe4s_c,[4Fe-4S] iron-sulfur cluster
gcald_c,Glycolaldehyde
fe3_p,Iron (Fe3+)
fusa_e,Fusidic acid
tyrp_e,Phosphotyrosine
hdcea_e,Hexadecenoate (n-C16:1)
gdpddman_c,GDP-4-dehydro-6-deoxy-D-mannose
dhptdn_c,"6,7-Dihydropteridine"
galct__D_c,D-Galactarate
grxox_c,Glutaredoxin (oxidized)
4hbz_p,4-Hydroxybenzoate
1tdec7eg3p_c,1-tetradec-7-enoyl-sn-glycerol 3-phosphate
pgp180_c,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
2ddecg3p_p,2-dodecanoyl-sn-glycerol 3-phosphate
dha_c,Dihydroxyacetone
gthrd_e,Reduced glutathione
urdglyc_c,(-)-Ureidoglycolate
prpncoa_c,Propenoyl-CoA
dcacoa_c,Decanoyl-CoA (n-C10:0CoA)
so3_e,Sulfite
acgam_p,N-Acetyl-D-glucosamine
2hdec9eg3p_p,2-hexadec-9-enoyl-sn-glycerol 3-phosphate
sel_c,Selenate
3fe4s_c,[3Fe-4S] damaged iron-sulfur cluster
lipoamp_c,Lipoyl-AMP
icit_c,Isocitrate
2dglc_e,2 Deoxy D glucose C6H12O5
melib_p,Melibiose C12H22O11
rmn_p,L-Rhamnose
galctn__D_p,D-Galactonate
lac__D_c,D-Lactate
frulys_e,Fructoselysine
nadh_c,Nicotinamide adenine dinucleotide - reduced
2dr5p_c,2-Deoxy-D-ribose 5-phosphate
amp_c,AMP C10H12N5O7P
cmp_e,CMP C9H12N3O8P
pydam_e,Pyridoxamine
3php_c,3-Phosphohydroxypyruvate
dtdp_c,DTDP C10H13N2O11P2
dhf_c,"7,8-Dihydrofolate"
gmp_p,GMP C10H12N5O8P
56dura_c,"5,6-dihydrouracil"
4hoxpacd_p,4-Hydroxyphenylacetaldehyde
for_c,Formate
urate_c,Urate C5H4N4O3
pi_e,Phosphate
3amp_e,3  AMP C10H12N5O7P
h2_c,Hydrogen
14glucan_e,"1,4-alpha-D-glucan"
thmmp_c,Thiamin monophosphate
psd5p_c,Pseudouridine 5  phosphate C9H11N2O9P
b2coa_c,Crotonoyl-CoA
fe3_e,Iron (Fe3+)
asp__L_e,L-Aspartate
athr__L_c,L-Allo-threonine
3opalmACP_c,3-Oxohexadecanoyl-[acyl-carrier protein]
3hcvac11eACP_c,(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]
sq_p,Sulphoquinovose
thr__L_e,L-Threonine
maltpt_e,Maltopentaose
metsox_S__L_e,L-Methionine Sulfoxide
acampnt_c,2-N-acetamidomethylphosphonate
coa_c,Coenzyme A
kdo2lipid4L_c,KDO(2)-lipid IV(A) with laurate
asn__L_c,L-Asparagine
nac_c,Nicotinate
4per_c,4-Phospho-D-erythronate
no2_c,Nitrite
15dap_e,"1,5-Diaminopentane"
udp_c,UDP C9H11N2O12P2
hdd2coa_c,Trans-Hexadec-2-enoyl-CoA
hxan_c,Hypoxanthine
2dh3dgal6p_c,2-Dehydro-3-deoxy-D-galactonate 6-phosphate
no_e,Nitric oxide
ap4a_c,"P1,P4-Bis(5'-adenosyl) tetraphosphate"
leu__L_c,L-Leucine
25aics_c,(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate
meoh_e,Methanol
melib_e,Melibiose C12H22O11
35cgmp_c,"3',5'-Cyclic GMP"
2ddglcn_p,2-Dehydro-3-deoxy-D-gluconate
adocbip_c,Adenosyl cobinamide phosphate
etha_e,Ethanolamine
gdpfuc_c,GDP-L-fucose
glyc3p_p,Glycerol 3-phosphate
unaga_c,Undecaprenyl diphospho N-acetyl-glucosamine
k_p,Potassium
gtp_p,GTP C10H12N5O14P3
xylu__L_p,L-Xylulose
maltttr_e,Maltotetraose
glcur_e,D-Glucuronate
metsox_S__L_c,L-Methionine Sulfoxide
crncoa_c,L-Carnitinyl-CoA
fe3hox_e,Fe(III)hydroxamate
3ump_p,3  UMP C9H11N2O9P
g3ps_p,Glycerophosphoserine
ggbutal_c,Gamma-glutamyl-gamma-butyraldehyde
gbbtn_e,Gamma-butyrobetaine
pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)"
4abz_c,4-Aminobenzoate
mso3_p,Methanesulfonate
pa140_p,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate"
LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"
cbl1_p,Cob(I)alamin
enter_e,Enterochelin
apg180_c,Acyl phosphatidylglycerol (n-C18:0)
colipa_c,Core oligosaccharide lipid A
LalaLglu_c,L-alanine-L-glutamate
appl_c,1-Aminopropan-2-ol
aragund_c,O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate
2dglc_c,2 Deoxy D glucose C6H12O5
14dhncoa_c,"1,4-dihydroxy-2-napthoyl-CoA"
3omrsACP_c,3-Oxotetradecanoyl-[acyl-carrier protein]
o16a2und_p,(O16 antigen)x2 undecaprenyl diphosphate
mmet_c,S-Methyl-L-methionine
pgp181_c,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)"
acald_c,Acetaldehyde
cpe180_c,"Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)"
acgam1p_e,N-Acetyl-D-glucosamine 1-phosphate
5aprbu_c,5-Amino-6-(5'-phosphoribitylamino)uracil
pa141_p,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate"
5aop_c,5-Amino-4-oxopentanoate
12dgr141_p,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)"
pa180_p,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate"
oc2coa_c,Trans-Oct-2-enoyl-CoA
2agpe141_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)
rdmbzi_c,"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole"
1agpe141_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)
ctbtcoa_c,Crotonobetainyl-CoA
1agpg161_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)
3hmrsACP_c,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
LalaDglu_e,L-alanine-D-glutamate
pram_c,5-Phospho-beta-D-ribosylamine
sufbcd_2fe2s2_c,SufBCD with two bound [2Fe-2S] clusters
urate_e,Urate C5H4N4O3
oxur_c,Oxalureate
ocdceap_c,Octadecanoyl-phosphate (n-C18:1)
cm_e,Chloramphenicol
agm_e,Agmatine
cdg_c,7-deaza-7-carboxyguanine
feenter_c,Fe-enterobactin
iscs_c,IscS sulfur acceptor protein
fe3dhbzs3_p,2-3-dihydroxybenzoylserine trimer-Fe-III
na1_c,Sodium
3c4mop_c,3-Carboxy-4-methyl-2-oxopentanoate
dxylnt_c,D-Xylonate
lys__L_p,L-Lysine
urdgci_c,S-ureidoglycine
hcys__L_c,L-Homocysteine
no3_c,Nitrate
mal__L_e,L-Malate
co2_c,CO2 CO2
4ppcys_c,N-((R)-4-Phosphopantothenoyl)-L-cysteine
phe__L_e,L-Phenylalanine
cpgn_e,Coprogen
pi_p,Phosphate
alltt_c,Allantoate
fum_e,Fumarate
cpgn_p,Coprogen
acald_e,Acetaldehyde
h2_p,Hydrogen
tym_p,Tyramine
etoh_p,Ethanol
25drapp_c,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate"
gthox_c,Oxidized glutathione
peamn_e,Phenethylamine
gar_c,N1-(5-Phospho-D-ribosyl)glycinamide
tungs_c,Tungstate
23ccmp_p,"2',3'-Cyclic CMP"
arbtn_c,Aerobactin minus Fe3
enter_c,Enterochelin
cu_p,Cu+
fe3hox_p,Fe(III)hydroxamate
feoxam_un_e,Ferroxamine minus Fe(3)
udpacgal_e,UDP-N-acetyl-D-galactosamine
ump_p,UMP C9H11N2O9P
lald__D_c,D-Lactaldehyde
cmp_p,CMP C9H12N3O8P
fe3hox_un_e,"Fe(III)hydoxamate, unloaded"
acetol_c,Acetol cytosol
pydxn_e,Pyridoxine
23cgmp_e,"2',3'-Cyclic GMP"
murein4px4px4p_p,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
23dhbzs_c,"2,3-dihydroxybenzoylserine"
tym_e,Tyramine
3haACP_c,(3R)-3-Hydroxyacyl-[acyl-carrier protein]
3ooctACP_c,3-Oxooctanoyl-[acyl-carrier protein]
pser__L_e,O-Phospho-L-serine
3ocmrs7eACP_c,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]
so2_c,Sulfur dioxide
1odecg3p_c,1-octadecanoyl-sn-glycerol 3-phosphate
poaac_c,Peroxyaminoacrylate
2agpe120_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)
cdpdhdecg_c,"CDP-1,2-dihexadecanoylglycerol"
5mtr_e,5-Methylthio-D-ribose
hdcea_p,Hexadecenoate (n-C16:1)
2agpg160_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)
2agpe180_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
2agpg161_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)
moco_c,Molybdenum cofactor
1tdec7eg3p_p,1-tetradec-7-enoyl-sn-glycerol 3-phosphate
3hpp_c,3-Hydroxypropanoate
2ddg6p_c,2-Dehydro-3-deoxy-D-gluconate 6-phosphate
mincyc_e,Minocycline
1agpg140_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)
arab__L_c,L-Arabinose
sufbcd_4fe4s_c,SufBCD with bound [4Fe-4S] cluster
dhcur_c,Dihydrocurcumin
ade_c,Adenine
rml_c,L-Rhamnulose
rfamp_e,Rifampin
acg5p_c,N-Acetyl-L-glutamyl 5-phosphate
rfamp_p,Rifampin
4pasp_c,4-Phospho-L-aspartate
glu5p_c,L-Glutamate 5-phosphate
h2o_e,H2O H2O
ch4_c,Methane
23dhdp_c,"2,3-Dihydrodipicolinate"
3mop_c,(S)-3-Methyl-2-oxopentanoate
3htdcoa_c,(S)-3-Hydroxytetradecanoyl-CoA
dgtp_c,DGTP C10H12N5O13P3
rib__D_e,D-Ribose
fad_c,Flavin adenine dinucleotide oxidized
uri_e,Uridine
4ahmmp_c,4-Amino-5-hydroxymethyl-2-methylpyrimidine
trp__L_e,L-Tryptophan
dpcoa_c,Dephospho-CoA
2ommbl_c,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol"
23ddhb_c,"2,3-Dihydro-2,3-dihydroxybenzoate"
din_e,Deoxyinosine
36dahx_c,"(3S)-3,6-Diaminohexanoate"
melib_c,Melibiose C12H22O11
udcpp_c,Undecaprenyl phosphate
dcamp_c,"N6-(1,2-Dicarboxyethyl)-AMP"
kdo2lipid4_c,KDO(2)-lipid IV(A)
galct__D_e,D-Galactarate
udpglcur_c,UDP-D-glucuronate
4h2opntn_c,4-Hydroxy-2-oxopentanoate
btnso_c,D-biotin d-sulfoxide
myrsACP_c,Myristoyl-ACP (n-C14:0ACP)
selnp_c,Selenophosphate
camp_c,CAMP C10H11N5O6P
dtbt_c,Dethiobiotin
galur_e,D-Galacturonate
gmhep17bp_c,"D-Glycero-D-manno-heptose 1,7-bisphosphate"
ACP_c,Acyl carrier protein
met__D_p,D-Methionine
palmACP_c,Palmitoyl-ACP (n-C16:0ACP)
alltn_p,Allantoin
dad_2_p,Deoxyadenosine
suc6p_c,Sucrose 6-phosphate
etha_p,Ethanolamine
dgmp_p,DGMP C10H12N5O7P
23dappa_p,"2,3-diaminopropionate"
g3pi_p,Sn-Glycero-3-phospho-1-inositol
23camp_e,"2',3'-Cyclic AMP"
uLa4n_p,Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose
cu_c,Cu+
cpgn_un_p,Coprogen unloaded (no Fe(III))
ps141_c,"Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)"
pgp141_p,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)"
pgp180_p,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
psclys_p,Psicoselysine
4abzglu_c,4-aminobenzoyl-glutamate
dhps_e,"2,3-Dihydroxypropane-1-sulfonate"
erthrs_c,D-erythrose
succoa_c,Succinyl-CoA
xyl__D_c,D-Xylose
sucsal_c,Succinic semialdehyde
alltn_c,Allantoin
3hdcoa_c,(S)-3-Hydroxydecanoyl-CoA
mnl_e,D-Mannitol
for_e,Formate
kdolipid4_c,KDO-lipid IV(A)
seramp_c,L-seryl-AMP
ade_p,Adenine
sbt__D_p,D-Sorbitol
12ppd__S_p,"(S)-Propane-1,2-diol"
dca_p,Decanoate (n-C10:0)
fe3dcit_p,Fe(III)dicitrate
h2o2_e,Hydrogen peroxide
23cump_e,"2',3'-Cyclic UMP"
eca2und_p,(enterobacterial common antigen)x2 undecaprenyl-diphosphate
cl_p,Chloride
murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)"
12dgr160_p,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)"
1agpg120_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)
tungs_e,Tungstate
5fthf_c,5-Formyltetrahydrofolate
arbtn_fe3_c,Aerobactin
hbcoa__3R_c,(R)-3-Hydroxybutanoyl-CoA
phb_c,(R)-3-hydroxybutyrate
phleth_e,Phenylethylene (styrene)
phleth_p,Phenylethylene (styrene)
phleth_c,Phenylethylene (styrene)
phloxi__s2_c,(S)-2-phenyloxirane
